,age,gender,height,weight,activity_level,goal,protein,fats,carbohydrates,daily_dose
1546,42,female,180,79,medium,moderategain,89.745,79.77333333333334,329.06500000000005,2393.2000000000003
1547,18,male,193,83,low,weightmaintenance,100.611328125,89.43229166666667,368.90820312500006,2682.96875
1548,63,male,152,85,medium,slightgain,86.60625,76.98333333333333,317.55625000000003,2309.5
1549,32,male,177,84,low,weightmaintenance,92.361328125,82.09895833333333,338.658203125,2462.96875
1550,26,female,152,96,minimal,extremegain,72.85499999999999,64.75999999999999,267.135,1942.8
1551,32,male,163,53,medium,extremegain,81.01171875,72.01041666666667,297.04296875,2160.3125
1552,41,female,167,53,veryhigh,slightgain,86.05218749999999,76.49083333333333,315.5246875,2294.725
1553,21,male,176,96,medium,weightmaintenance,113.925,101.26666666666667,417.725,3038.0
1554,29,female,159,55,high,extremeloss,80.066953125,71.170625,293.57882812500003,2135.11875
1555,54,male,198,77,medium,moderategain,101.28281249999999,90.02916666666665,371.3703125,2700.875
1556,54,male,164,79,high,weightmaintenance,100.265625,89.125,367.64062500000006,2673.75
1557,60,female,168,76,high,weightmaintenance,87.2634375,77.5675,319.96593750000005,2327.025
1558,23,male,158,54,minimal,extremegain,63.787499999999994,56.699999999999996,233.88750000000002,1701.0
1559,56,male,153,93,medium,extremegain,93.65390624999999,83.24791666666665,343.39765625,2497.4375
1560,63,male,164,88,minimal,extremeloss,71.77499999999999,63.79999999999999,263.175,1914.0
1561,41,female,197,84,veryhigh,extremegain,121.4990625,107.99916666666667,445.49656250000004,3239.975
1562,28,male,157,88,medium,slightloss,100.33828125,89.18958333333333,367.90703125000005,2675.6875
1563,30,female,198,93,low,slightgain,95.72578125,85.08958333333334,350.99453125,2552.6875
1564,51,female,150,64,low,moderateloss,59.88984375,53.235416666666666,219.59609375000002,1597.0625
1565,42,female,156,68,low,slightloss,66.20625,58.849999999999994,242.75625000000002,1765.5
1566,24,male,180,79,high,slightgain,116.4375,103.5,426.93750000000006,3105.0
1567,21,female,167,87,low,weightmaintenance,84.962109375,75.521875,311.527734375,2265.65625
1568,25,female,161,81,veryhigh,slightloss,109.0303125,96.91583333333332,399.77781250000004,2907.475
1569,37,male,197,89,medium,weightmaintenance,112.83515625,100.29791666666667,413.72890625,3008.9375
1570,46,female,179,78,medium,slightloss,87.63796875000001,77.90041666666667,321.33921875000004,2337.0125000000003
1571,62,female,182,55,high,slightloss,78.69234375,69.94875,288.53859375,2098.4625
1572,63,male,196,75,high,moderateloss,107.70468749999999,95.7375,394.9171875,2872.125
1573,27,male,156,76,high,extremeloss,103.8234375,92.2875,380.6859375,2768.625
1574,60,female,177,84,veryhigh,slightloss,105.8240625,94.06583333333333,388.0215625,2821.975
1575,51,male,198,77,medium,extremegain,102.1546875,90.80416666666666,374.56718750000005,2724.125
1576,43,male,152,54,minimal,weightmaintenance,57.599999999999994,51.199999999999996,211.20000000000002,1536.0
1577,58,male,192,90,high,moderateloss,117.40781249999999,104.3625,430.4953125,3130.875
1578,20,female,155,97,low,slightloss,86.508984375,76.896875,317.199609375,2306.90625
1579,23,female,180,65,minimal,extremegain,67.455,59.96,247.335,1798.8
1580,22,male,187,90,minimal,extremeloss,88.36874999999999,78.55,324.01875,2356.5
1581,22,female,164,67,high,weightmaintenance,92.115,81.88,337.75500000000005,2456.4
1582,64,male,156,62,low,moderateloss,66.0,58.666666666666664,242.00000000000003,1760.0
1583,40,male,192,92,high,slightgain,124.5234375,110.6875,456.58593750000006,3320.625
1584,26,male,179,74,high,moderategain,112.15195312499999,99.690625,411.223828125,2990.71875
1585,52,male,176,59,low,extremeloss,73.9921875,65.77083333333333,271.3046875,1973.125
1586,37,male,166,78,minimal,extremegain,73.6875,65.5,270.1875,1965.0
1587,59,female,167,59,minimal,slightgain,52.998749999999994,47.10999999999999,194.32875,1413.3
1588,52,female,171,55,low,slightgain,61.758984375,54.896874999999994,226.44960937500002,1646.90625
1589,35,female,175,65,minimal,moderateloss,63.348749999999995,56.309999999999995,232.27875,1689.3
1590,34,female,176,74,veryhigh,moderateloss,107.51625,95.57,394.22625,2867.1
1591,41,male,189,93,high,moderateloss,123.633984375,109.896875,453.324609375,3296.90625
1592,20,male,173,53,veryhigh,extremegain,108.03281249999999,96.02916666666665,396.1203125,2880.875
1593,49,female,157,86,veryhigh,extremegain,102.2615625,90.89916666666666,374.9590625,2726.975
1594,52,female,170,83,veryhigh,slightgain,104.844375,93.195,384.429375,2795.85
1595,55,male,178,68,medium,moderategain,88.4953125,78.6625,324.4828125,2359.875
1596,30,male,192,82,medium,weightmaintenance,108.984375,96.875,399.60937500000006,2906.25
1597,64,male,170,53,veryhigh,moderateloss,91.021875,80.90833333333333,333.74687500000005,2427.25
1598,42,female,152,93,high,extremeloss,97.6134375,86.7675,357.91593750000004,2603.025
1599,26,male,180,83,veryhigh,moderateloss,130.3875,115.89999999999999,478.08750000000003,3477.0
1600,21,male,176,61,veryhigh,moderategain,114.71249999999999,101.96666666666665,420.6125,3059.0
1601,31,female,195,80,medium,moderateloss,98.97234375000001,87.97541666666667,362.8985937500001,2639.2625000000003
1602,54,female,176,65,veryhigh,moderategain,93.97874999999999,83.53666666666666,344.58875,2506.1
1603,51,female,158,51,high,moderateloss,69.95953125,62.18625,256.51828125000003,1865.5875
1604,28,male,182,98,high,slightgain,128.24296875,113.99374999999999,470.22421875000003,3419.8125
1605,58,male,182,51,veryhigh,moderategain,97.078125,86.29166666666667,355.95312500000006,2588.75
1606,20,female,175,85,high,weightmaintenance,108.852890625,96.758125,399.12726562500006,2902.74375
1607,45,male,177,55,veryhigh,moderateloss,102.3328125,90.9625,375.22031250000003,2728.875
1608,46,male,193,72,medium,slightgain,98.88515625,87.89791666666666,362.57890625000005,2636.9375
1609,26,male,192,88,veryhigh,extremeloss,139.29375,123.81666666666666,510.74375000000003,3714.5
1610,20,female,180,96,minimal,weightmaintenance,82.07999999999998,72.95999999999998,300.96,2188.7999999999997
1611,42,female,150,93,medium,slightgain,86.98406250000001,77.31916666666667,318.9415625000001,2319.5750000000003
1612,51,male,169,86,high,moderategain,107.785546875,95.80937499999999,395.21367187500005,2874.28125
1613,29,male,161,95,high,slightloss,117.488671875,104.43437499999999,430.79179687500005,3133.03125
1614,59,male,166,65,medium,extremeloss,81.2296875,72.20416666666667,297.8421875,2166.125
1615,26,male,164,92,minimal,extremeloss,81.89999999999999,72.8,300.3,2184.0
1616,32,female,183,93,medium,slightloss,101.87859375000001,90.55875,373.5548437500001,2716.7625000000003
1617,57,female,199,68,low,slightgain,76.196484375,67.73020833333334,279.387109375,2031.90625
1618,42,male,165,98,minimal,slightgain,81.28125,72.25,298.03125,2167.5
1619,22,male,153,73,medium,extremegain,91.91015625,81.69791666666667,337.00390625,2450.9375
1620,28,female,157,76,low,moderategain,74.262890625,66.01145833333334,272.297265625,1980.34375
1621,51,male,183,56,veryhigh,extremeloss,103.57968749999999,92.07083333333333,379.7921875,2762.125
1622,41,female,195,79,minimal,extremegain,73.92375,65.71,271.05375000000004,1971.3
1623,32,male,174,90,veryhigh,slightgain,130.56562499999998,116.05833333333332,478.740625,3481.75
1624,55,female,164,63,low,slightloss,62.8546875,55.87083333333333,230.46718750000002,1676.125
1625,25,male,177,93,high,extremegain,123.957421875,110.18437499999999,454.51054687500005,3305.53125
1626,22,male,158,64,high,slightgain,98.48671875,87.54374999999999,361.11796875000005,2626.3125
1627,43,female,151,61,high,extremeloss,76.185703125,67.720625,279.34757812500004,2031.61875
1628,35,female,166,78,veryhigh,slightgain,105.55687499999999,93.82833333333332,387.041875,2814.85
1629,23,male,159,72,minimal,weightmaintenance,72.16875,64.15,264.61875000000003,1924.5
1630,54,male,158,62,veryhigh,slightloss,95.653125,85.025,350.72812500000003,2550.75
1631,30,female,180,58,veryhigh,slightloss,99.32249999999999,88.28666666666666,364.1825,2648.6
1632,45,female,151,73,high,moderateloss,83.301328125,74.045625,305.43820312500003,2221.36875
1633,22,male,173,88,veryhigh,slightgain,132.2578125,117.5625,484.94531250000006,3526.875
1634,30,male,168,79,low,moderategain,87.3984375,77.6875,320.4609375,2330.625
1635,34,female,166,50,medium,slightloss,70.1278125,62.33583333333334,257.13531250000005,1870.075
1636,57,female,192,59,medium,slightgain,78.12,69.44,286.44000000000005,2083.2000000000003
1637,62,female,198,87,medium,weightmaintenance,95.12156250000001,84.55250000000001,348.77906250000007,2536.5750000000003
1638,49,female,159,96,high,extremegain,100.120078125,88.995625,367.106953125,2669.86875
1639,46,female,199,64,high,extremeloss,96.562265625,85.833125,354.06164062500005,2574.99375
1640,20,male,177,58,medium,extremeloss,92.49140625,82.21458333333334,339.13515625,2466.4375
1641,57,male,187,62,minimal,moderateloss,67.89375,60.349999999999994,248.94375000000002,1810.5
1642,51,female,197,72,medium,moderateloss,89.23640625,79.32125,327.2001562500001,2379.6375000000003
1643,57,male,177,82,veryhigh,moderategain,117.2953125,104.26249999999999,430.08281250000005,3127.875
1644,44,male,199,58,medium,slightloss,93.50859375,83.11875,342.86484375000003,2493.5625
1645,30,female,199,52,medium,moderategain,84.44109375000001,75.05875,309.6173437500001,2251.7625000000003
1646,62,male,150,79,minimal,slightloss,64.0125,56.900000000000006,234.7125,1707.0
1647,50,male,152,58,high,slightloss,83.1234375,73.88749999999999,304.78593750000005,2216.625
1648,23,male,164,74,high,weightmaintenance,107.0578125,95.1625,392.5453125,2854.875
1649,41,female,159,96,veryhigh,moderateloss,113.12718749999999,100.55749999999999,414.7996875,3016.725
1650,36,female,170,73,medium,moderateloss,84.36843750000001,74.99416666666667,309.35093750000004,2249.8250000000003
1651,33,male,186,81,low,extremeloss,93.45703125,83.07291666666667,342.67578125,2492.1875
1652,57,male,164,56,veryhigh,moderateloss,92.98125,82.65,340.93125000000003,2479.5
1653,45,male,172,85,high,moderateloss,110.2921875,98.0375,404.4046875,2941.125
1654,50,male,163,74,minimal,weightmaintenance,68.11874999999999,60.54999999999999,249.76875,1816.5
1655,58,male,164,69,high,moderategain,92.503125,82.225,339.178125,2466.75
1656,30,male,159,66,high,slightloss,97.59726562499999,86.753125,357.856640625,2602.59375
1657,60,female,158,85,minimal,moderategain,61.942499999999995,55.059999999999995,227.1225,1651.8
1658,62,male,193,75,medium,extremegain,95.97890625,85.31458333333333,351.92265625000005,2559.4375
1659,42,male,188,68,medium,extremegain,95.90625,85.25,351.65625,2557.5
1660,59,female,154,86,high,weightmaintenance,88.39546875,78.57375,324.11671875,2357.2125
1661,53,male,174,97,veryhigh,slightgain,128.071875,113.84166666666667,469.596875,3415.25
1662,44,male,191,52,low,extremeloss,77.279296875,68.69270833333333,283.357421875,2060.78125
1663,55,male,175,92,veryhigh,extremeloss,124.2421875,110.4375,455.55468750000006,3313.125
1664,24,male,157,77,veryhigh,extremeloss,116.58281249999999,103.62916666666666,427.47031250000003,3108.875
1665,22,female,171,71,high,moderategain,97.532578125,86.695625,357.61945312500006,2600.86875
1666,60,male,174,96,high,slightloss,113.36484374999999,100.76875,415.67109375,3023.0625
1667,62,female,197,68,low,slightloss,74.262890625,66.01145833333334,272.297265625,1980.34375
1668,48,male,161,95,low,slightloss,88.751953125,78.890625,325.423828125,2366.71875
1669,40,male,158,65,low,extremeloss,74.37890625,66.11458333333333,272.72265625,1983.4375
1670,59,female,159,55,high,extremeloss,70.363828125,62.545625,258.00070312500003,1876.36875
1671,27,male,197,86,high,moderategain,126.868359375,112.771875,465.183984375,3383.15625
1672,49,female,159,80,veryhigh,moderategain,98.87718749999999,87.89083333333332,362.5496875,2636.725
1673,60,female,158,98,high,extremegain,97.45171875,86.62375,357.32296875000003,2598.7125
1674,47,female,175,97,medium,extremeloss,96.93796875000001,86.16708333333334,355.43921875000007,2585.0125000000003
1675,56,male,184,83,medium,slightgain,99.10312499999999,88.09166666666665,363.378125,2642.75
1676,48,male,176,80,low,slightgain,85.8515625,76.3125,314.7890625,2289.375
1677,35,male,180,60,high,extremegain,100.5890625,89.4125,368.8265625,2682.375
1678,53,male,168,85,medium,moderategain,95.325,84.73333333333333,349.52500000000003,2542.0
1679,19,female,192,55,veryhigh,extremeloss,106.44749999999999,94.61999999999999,390.3075,2838.6
1680,31,male,187,76,minimal,slightloss,80.04375,71.15,293.49375000000003,2134.5
1681,30,male,155,56,veryhigh,slightloss,98.5921875,87.63749999999999,361.50468750000005,2629.125
1682,46,female,164,98,minimal,slightgain,72.63,64.56,266.31,1936.8
1683,29,female,178,81,veryhigh,slightgain,115.175625,102.37833333333333,422.310625,3071.35
1684,56,male,196,57,medium,extremeloss,88.35,78.53333333333333,323.95000000000005,2356.0
1685,19,female,194,82,high,extremeloss,114.91734375,102.14875,421.36359375000006,3064.4625
1686,49,female,154,96,minimal,slightloss,68.24249999999999,60.66,250.22250000000003,1819.8
1687,30,female,163,93,high,moderategain,105.941953125,94.170625,388.45382812500003,2825.11875
1688,63,female,151,64,high,moderateloss,71.657578125,63.695625,262.744453125,1910.86875
1689,44,female,172,76,medium,moderategain,84.51375,75.12333333333333,309.8837500000001,2253.7000000000003
1690,58,male,193,79,low,extremegain,88.236328125,78.43229166666667,323.533203125,2352.96875
1691,34,male,195,71,low,slightloss,90.943359375,80.83854166666667,333.458984375,2425.15625
1692,57,male,168,96,minimal,moderategain,77.85,69.19999999999999,285.45000000000005,2076.0
1693,48,male,173,78,medium,slightloss,94.52578125,84.02291666666666,346.59453125000005,2520.6875
1694,51,male,169,90,high,extremeloss,110.373046875,98.109375,404.70117187500006,2943.28125
1695,41,male,196,97,veryhigh,moderateloss,142.14374999999998,126.34999999999998,521.19375,3790.5
1696,62,male,176,79,veryhigh,moderateloss,112.93124999999999,100.38333333333333,414.08125,3011.5
1697,52,female,173,51,minimal,extremegain,52.661249999999995,46.809999999999995,193.09125,1404.3
1698,23,male,166,64,minimal,extremeloss,70.5375,62.699999999999996,258.63750000000005,1881.0
1699,36,male,174,96,minimal,weightmaintenance,84.2625,74.9,308.96250000000003,2247.0
1700,47,male,195,76,medium,extremeloss,101.64609374999999,90.35208333333333,372.70234375,2710.5625
1701,24,female,180,56,veryhigh,slightgain,100.035,88.92,366.795,2667.6
1702,27,male,177,76,medium,moderategain,100.91953124999999,89.70625,370.03828125,2691.1875
1703,58,male,199,70,medium,moderateloss,96.41484375,85.70208333333333,353.52109375000003,2571.0625
1704,49,female,177,62,high,extremegain,85.403671875,75.914375,313.14679687500006,2277.43125
1705,51,male,171,66,medium,extremeloss,85.95234375,76.40208333333334,315.15859375,2292.0625
1706,45,male,154,60,medium,slightloss,78.03281249999999,69.3625,286.1203125,2080.875
1707,32,female,193,59,high,slightloss,95.430234375,84.826875,349.91085937500003,2544.80625
1708,47,male,191,82,low,moderategain,91.974609375,81.75520833333333,337.240234375,2452.65625
1709,54,female,157,63,high,slightloss,76.347421875,67.864375,279.94054687500005,2035.93125
1710,46,male,187,86,minimal,extremegain,81.16875,72.15,297.61875000000003,2164.5
1711,39,male,177,57,low,extremeloss,76.634765625,68.11979166666667,280.994140625,2043.59375
1712,21,male,196,82,veryhigh,weightmaintenance,138.58124999999998,123.18333333333332,508.13125,3695.5
1713,37,female,161,56,medium,extremegain,70.92703125,63.04625,260.06578125000004,1891.3875
1714,49,female,174,83,low,slightgain,77.93671875,69.27708333333334,285.76796875,2078.3125
1715,53,female,187,56,veryhigh,slightloss,92.8209375,82.5075,340.3434375,2475.225
1716,21,male,193,56,high,extremeloss,107.785546875,95.80937499999999,395.21367187500005,2874.28125
1717,44,male,164,90,high,weightmaintenance,110.615625,98.32499999999999,405.59062500000005,2949.75
1718,34,female,193,85,minimal,moderateloss,77.63624999999999,69.00999999999999,284.66625,2070.2999999999997
1719,29,female,190,56,minimal,extremegain,64.86749999999999,57.66,237.84750000000003,1729.8
1720,39,male,183,69,low,extremegain,84.755859375,75.33854166666667,310.771484375,2260.15625
1721,34,male,194,67,medium,extremegain,99.82968749999999,88.7375,366.0421875,2662.125
1722,27,male,162,94,high,extremegain,117.89296875,104.79374999999999,432.27421875000005,3143.8125
1723,18,male,157,92,low,moderateloss,93.650390625,83.24479166666667,343.384765625,2497.34375
1724,39,female,162,90,low,moderategain,80.25703125,71.33958333333334,294.27578125,2140.1875
1725,43,male,185,63,low,slightgain,81.275390625,72.24479166666667,298.009765625,2167.34375
1726,35,male,155,89,minimal,extremeloss,75.99374999999999,67.55,278.64375,2026.5
1727,31,male,187,63,high,extremeloss,106.653515625,94.803125,391.062890625,2844.09375
1728,64,male,181,70,minimal,slightloss,68.23125,60.650000000000006,250.18125000000003,1819.5
1729,46,male,170,98,minimal,weightmaintenance,81.7875,72.69999999999999,299.88750000000005,2181.0
1730,29,male,193,76,low,slightgain,94.166015625,83.703125,345.275390625,2511.09375
1731,53,male,193,95,veryhigh,weightmaintenance,135.1078125,120.09583333333333,495.39531250000005,3602.875
1732,52,female,198,75,veryhigh,extremegain,111.613125,99.21166666666666,409.248125,2976.35
1733,29,female,156,76,veryhigh,extremegain,101.81625,90.50333333333333,373.32625,2715.1
1734,24,female,175,73,low,extremegain,79.548046875,70.709375,291.676171875,2121.28125
1735,46,male,164,54,medium,slightgain,77.8875,69.23333333333333,285.58750000000003,2077.0
1736,28,female,198,91,high,extremeloss,119.44546875,106.17375,437.96671875000004,3185.2125
1737,50,male,191,87,low,extremeloss,93.779296875,83.359375,343.857421875,2500.78125
1738,23,male,172,77,low,slightgain,89.4609375,79.52083333333333,328.0234375,2385.625
1739,64,male,187,91,minimal,weightmaintenance,79.36874999999999,70.55,291.01875,2116.5
1740,32,male,190,92,veryhigh,moderategain,139.115625,123.65833333333333,510.09062500000005,3709.75
1741,49,female,164,81,low,moderateloss,73.6828125,65.49583333333334,270.1703125,1964.875
1742,28,male,197,73,medium,moderateloss,106.15078125,94.35624999999999,389.21953125000005,2830.6875
1743,40,male,189,55,high,extremegain,99.376171875,88.334375,364.379296875,2650.03125
1744,43,female,165,59,medium,slightloss,72.38015625,64.33791666666667,265.39390625000004,1930.1375
1745,51,female,181,95,low,slightloss,85.864453125,76.32395833333334,314.836328125,2289.71875
1746,63,female,186,52,low,moderategain,62.21015625,55.297916666666666,228.10390625000002,1658.9375
1747,51,male,167,56,minimal,weightmaintenance,60.918749999999996,54.15,223.36875,1624.5
1748,46,female,169,78,medium,moderategain,84.00515625000001,74.67125000000001,308.01890625000004,2240.1375000000003
1749,21,male,195,83,minimal,extremeloss,87.69375,77.94999999999999,321.54375000000005,2338.5
1750,34,male,151,56,medium,weightmaintenance,77.81484375,69.16874999999999,285.32109375000005,2075.0625
1751,52,female,172,66,veryhigh,slightgain,93.62249999999999,83.21999999999998,343.2825,2496.6
1752,30,female,179,62,veryhigh,extremegain,101.7271875,90.42416666666666,372.9996875,2712.725
1753,58,female,152,70,medium,moderateloss,69.691875,61.94833333333333,255.53687500000004,1858.45
1754,56,male,195,80,minimal,slightloss,78.46875,69.75,287.71875,2092.5
1755,32,male,188,58,veryhigh,weightmaintenance,114.0,101.33333333333333,418.00000000000006,3040.0
1756,46,male,196,94,low,weightmaintenance,100.03125,88.91666666666667,366.78125000000006,2667.5
1757,46,male,198,96,high,slightgain,127.59609375,113.41874999999999,467.85234375000005,3402.5625
1758,28,male,150,62,minimal,extremegain,64.0125,56.900000000000006,234.7125,1707.0
1759,49,male,190,66,medium,extremegain,93.4359375,83.05416666666666,342.59843750000005,2491.625
1760,19,female,171,57,high,extremeloss,89.446640625,79.508125,327.97101562500006,2385.24375
1761,64,male,178,58,high,extremegain,89.10703124999999,79.20625,326.72578125,2376.1875
1762,31,female,163,58,low,extremeloss,66.141796875,58.79270833333333,242.51992187500002,1763.78125
1763,37,female,197,89,minimal,extremegain,79.88624999999999,71.00999999999999,292.91625,2130.2999999999997
1764,39,female,177,97,high,extremegain,111.278671875,98.914375,408.02179687500006,2967.43125
1765,28,female,170,79,minimal,moderateloss,69.8175,62.059999999999995,255.9975,1861.8
1766,44,female,194,56,low,moderategain,71.74921875,63.77708333333333,263.08046875,1913.3125
1767,20,male,181,66,medium,moderategain,98.59453125,87.63958333333333,361.51328125000003,2629.1875
1768,34,male,155,88,high,slightloss,108.91757812499999,96.815625,399.364453125,2904.46875
1769,61,male,150,87,high,extremeloss,97.51640625,86.68125,357.56015625000003,2600.4375
1770,45,male,170,54,high,extremeloss,89.43046875,79.49375,327.91171875000003,2384.8125
1771,46,female,153,66,minimal,extremeloss,55.13625,49.01,202.16625000000002,1470.3
1772,38,female,152,89,high,moderategain,96.3196875,85.6175,353.17218750000006,2568.525
1773,64,female,198,50,minimal,weightmaintenance,56.5425,50.26,207.32250000000002,1507.8
1774,33,male,179,65,veryhigh,extremegain,114.6234375,101.88749999999999,420.28593750000005,3056.625
1775,54,male,180,66,veryhigh,extremegain,108.3,96.26666666666667,397.1,2888.0
1776,37,male,183,79,minimal,extremeloss,78.91875,70.15,289.36875000000003,2104.5
1777,23,male,168,80,veryhigh,moderategain,123.975,110.19999999999999,454.57500000000005,3306.0
1778,36,female,169,84,low,slightgain,80.192578125,71.28229166666667,294.039453125,2138.46875
1779,22,female,172,94,low,moderategain,89.925,79.93333333333334,329.725,2398.0
1780,20,male,189,57,veryhigh,moderateloss,118.0078125,104.89583333333333,432.69531250000006,3146.875
1781,18,male,174,97,medium,extremeloss,114.6515625,101.9125,420.3890625,3057.375
1782,55,female,164,79,minimal,slightloss,62.05499999999999,55.16,227.53500000000003,1654.8
1783,32,female,187,88,veryhigh,weightmaintenance,123.10218749999999,109.42416666666665,451.37468750000005,3282.725
1784,51,female,172,70,minimal,extremegain,61.154999999999994,54.35999999999999,224.235,1630.8
1785,52,female,151,64,veryhigh,slightgain,82.84593749999999,73.64083333333332,303.7684375,2209.225
1786,42,male,164,83,low,moderategain,85.078125,75.625,311.953125,2268.75
1787,41,female,193,76,medium,moderateloss,93.01453125,82.67958333333334,341.05328125000005,2480.3875000000003
1788,29,female,184,51,minimal,weightmaintenance,60.92999999999999,54.16,223.41000000000003,1624.8
1789,35,female,159,59,medium,slightgain,72.52546875,64.46708333333333,265.92671875,1934.0125
1790,32,female,163,54,low,weightmaintenance,63.821484375,56.73020833333333,234.01210937500002,1701.90625
1791,61,male,176,76,high,moderateloss,100.9125,89.69999999999999,370.01250000000005,2691.0
1792,33,male,163,53,high,moderateloss,89.834765625,79.853125,329.39414062500003,2395.59375
1793,44,male,184,96,minimal,extremeloss,85.27499999999999,75.8,312.675,2274.0
1794,25,male,182,62,low,slightloss,84.43359375,75.05208333333333,309.58984375,2251.5625
1795,63,male,150,66,minimal,extremeloss,57.9375,51.5,212.43750000000003,1545.0
1796,42,male,183,70,minimal,moderategain,73.74374999999999,65.55,270.39375,1966.5
1797,34,female,168,72,minimal,extremegain,64.755,57.559999999999995,237.435,1726.8
1798,46,female,173,82,medium,weightmaintenance,87.78328125,78.02958333333333,321.8720312500001,2340.8875000000003
1799,25,female,191,99,veryhigh,extremeloss,135.2146875,120.19083333333333,495.7871875,3605.725
1800,32,female,153,64,low,moderateloss,65.755078125,58.44895833333333,241.10195312500002,1753.46875
1801,44,male,185,63,medium,moderateloss,91.32890625,81.18125,334.87265625000003,2435.4375
1802,63,female,162,58,veryhigh,moderateloss,79.550625,70.71166666666666,291.685625,2121.35
1803,24,male,181,93,minimal,extremeloss,87.58125,77.85,321.13125,2335.5
1804,20,female,158,86,high,extremegain,102.62671875,91.22375,376.29796875000005,2736.7125
1805,46,female,188,79,medium,moderategain,91.48875000000001,81.32333333333334,335.45875000000007,2439.7000000000003
1806,61,female,165,78,low,moderategain,69.364453125,61.657291666666666,254.33632812500002,1849.71875
1807,41,male,199,72,low,slightgain,90.943359375,80.83854166666667,333.458984375,2425.15625
1808,20,female,152,83,veryhigh,extremeloss,108.22874999999999,96.20333333333332,396.83875,2886.1
1809,37,male,169,56,medium,extremeloss,83.48203124999999,74.20625,306.10078125,2226.1875
1810,63,male,159,58,minimal,extremeloss,56.86875,50.55,208.51875,1516.5
1811,32,female,171,99,veryhigh,extremeloss,123.81468749999999,110.05749999999999,453.9871875,3301.725
1812,42,male,197,53,low,moderateloss,80.244140625,71.328125,294.228515625,2139.84375
1813,47,male,152,51,medium,extremegain,71.49374999999999,63.54999999999999,262.14375,1906.5
1814,31,female,160,76,high,slightloss,93.40875,83.03,342.49875000000003,2490.9
1815,24,female,174,82,minimal,extremeloss,73.1925,65.06,268.3725,1951.8
1816,34,female,191,81,low,extremeloss,86.251171875,76.66770833333334,316.254296875,2300.03125
1817,61,female,197,93,medium,slightloss,98.53640625000001,87.58791666666667,361.30015625000004,2627.6375000000003
1818,37,female,157,94,high,extremeloss,101.898984375,90.576875,373.62960937500003,2717.30625
1819,53,female,158,95,low,extremegain,77.93671875,69.27708333333334,285.76796875,2078.3125
1820,26,male,164,86,high,slightloss,113.85,101.19999999999999,417.45000000000005,3036.0
1821,55,female,181,76,low,moderateloss,75.036328125,66.69895833333334,275.133203125,2000.96875
1822,39,female,152,77,veryhigh,slightgain,97.18499999999999,86.38666666666666,356.345,2591.6
1823,19,male,153,52,veryhigh,extremeloss,98.7703125,87.79583333333333,362.15781250000003,2633.875
1824,41,female,179,85,veryhigh,slightgain,114.1959375,101.5075,418.7184375,3045.225
1825,25,male,162,98,medium,extremeloss,108.8390625,96.74583333333334,399.0765625,2902.375
1826,28,female,193,92,veryhigh,weightmaintenance,130.0490625,115.59916666666666,476.8465625,3467.975
1827,30,female,170,57,medium,extremegain,76.81218750000001,68.2775,281.6446875000001,2048.3250000000003
1828,34,male,190,93,minimal,moderategain,87.8625,78.1,322.1625,2343.0
1829,25,female,195,99,veryhigh,weightmaintenance,136.9959375,121.77416666666666,502.3184375,3653.225
1830,38,male,168,99,medium,moderateloss,107.82187499999999,95.84166666666665,395.346875,2875.25
1831,35,female,188,90,low,slightgain,89.6671875,79.70416666666667,328.7796875,2391.125
1832,47,female,197,86,medium,slightgain,98.53640625000001,87.58791666666667,361.30015625000004,2627.6375000000003
1833,35,male,171,98,medium,slightloss,109.20234375,97.06875,400.40859375,2912.0625
1834,63,female,169,94,low,extremegain,78.387890625,69.678125,287.422265625,2090.34375
1835,64,female,186,87,medium,slightloss,90.18093750000001,80.16083333333334,330.66343750000004,2404.8250000000003
1836,48,male,180,71,low,extremeloss,82.5,73.33333333333333,302.5,2200.0
1837,55,female,159,63,high,slightloss,76.832578125,68.295625,281.71945312500003,2048.86875
1838,49,male,167,64,veryhigh,slightloss,102.8671875,91.4375,377.17968750000006,2743.125
1839,28,female,192,95,minimal,slightgain,83.20499999999998,73.95999999999998,305.085,2218.7999999999997
1840,62,male,188,53,medium,weightmaintenance,81.375,72.33333333333333,298.375,2170.0
1841,42,female,195,67,low,slightgain,78.258984375,69.56354166666667,286.949609375,2086.90625
1842,50,male,169,50,veryhigh,extremegain,93.4265625,83.04583333333333,342.56406250000003,2491.375
1843,55,male,167,61,medium,slightloss,80.43046875,71.49375,294.91171875000003,2144.8125
1844,58,female,160,90,veryhigh,extremeloss,103.24125,91.77,378.55125000000004,2753.1
1845,25,female,171,91,high,weightmaintenance,109.499765625,97.333125,401.49914062500005,2919.99375
1846,28,male,193,99,medium,slightloss,119.81015624999999,106.49791666666665,439.30390625,3194.9375
1847,39,female,167,66,low,slightloss,69.493359375,61.771874999999994,254.80898437500002,1853.15625
1848,41,male,183,68,high,moderategain,105.036328125,93.365625,385.133203125,2800.96875
1849,58,female,172,85,medium,extremeloss,85.67625000000001,76.15666666666668,314.14625000000007,2284.7000000000003
1850,34,female,150,97,veryhigh,extremeloss,112.32562499999999,99.84499999999998,411.860625,2995.35
1851,29,male,159,56,high,slightloss,91.451953125,81.290625,335.32382812500003,2438.71875
1852,63,male,150,58,low,slightloss,62.26171875,55.34375,228.29296875000003,1660.3125
1853,49,female,187,57,medium,slightgain,77.46609375000001,68.85875000000001,284.04234375000004,2065.7625000000003
